,Date,Diagnostic,Forest Type,Latitude,Longitude,Name,Notes,Origin,State,Submitter,Tag#
4276,2011-03-01,Culture,,41.041391,-123.876699,HUCE11083,"GPS-019, Cookson, CL",Umbellularia californica,Negative,HUCCE,
4277,2011-03-01,Culture,,41.041461,-123.876926,HUCE11084,"GPS-020, Cookson, CL",Umbellularia californica,Negative,HUCCE,
4278,2011-03-01,Culture,,41.041397,-123.877056,HUCE11086,"GPS-022, Cookson, CL",Umbellularia californica,Negative,HUCCE,
4279,2011-03-01,Culture,,41.041259,-123.877388,HUCE11089,"GPS-025, Cookson, CL",Camillia spp.,Negative,HUCCE,
4280,2011-03-01,Culture,,41.041132,-123.877481,HUCE11090,"GPS-026, Cookson, CL, see",Umbellularia californica,Negative,HUCCE,
4281,2011-03-01,Culture,,41.041204,-123.877506,HUCE11093,"GPS-029, Cookson, CL",Umbellularia californica,Negative,HUCCE,
4282,2011-03-01,Culture,,41.045791,-123.877353,HUCE11096,"GPS-189, Kriger, EG",Umbellularia californica,Negative,HUCCE,
4283,2011-03-01,Culture,,41.045988,-123.877462,HUCE11097,"GPS-190, Kriger, EG",Notholithocarpus densiflorus,Negative,HUCCE,
4284,2011-04-01,Culture,,41.046098,-123.877238,HUCE11185,E-134     - Kriger,Umbellularia californica,Negative,HUCCE,
4285,2011-04-01,Culture,,41.045973,-123.877117,HUCE11187,E-136-B     - Kriger,Umbellularia californica,Negative,HUCCE,
4286,2011-04-01,Culture,,41.047027,-123.874632,HUCE11223,Cookson BUCKETS - 1C,Umbellularia californica,Negative,HUCCE,
4287,2011-04-01,Culture,,41.040991,-123.874731,HUCE11228,Cookson BUCKETS - 5B,Umbellularia californica,Negative,HUCCE,
4288,2011-04-01,Culture,,41.040972,-123.873731,HUCE11229,Cookson BUCKETS - 5C,Umbellularia californica,Negative,HUCCE,
4289,2011-04-01,Culture,,41.03804,-123.876643,HUCE11230,Cookson BUCKETS - 7B,Umbellularia californica,Negative,HUCCE,
4290,2011-04-01,Culture,,41.03817,-123.874908,HUCE11231,Cookson BUCKETS - 7C,Umbellularia californica,Negative,HUCCE,
4291,2011-04-01,Culture,,41.04376,-123.874268,HUCE11254,CL-019 Cookson East,Rhododendron spp.,Negative,HUCCE,
4292,2011-04-01,Culture,,41.043692,-123.873731,HUCE11255,CL-020 Cookson East,Umbellularia californica,Negative,HUCCE,
4293,2011-04-01,Culture,,41.042917,-123.873864,HUCE11260,CL-025 Cookson East,Umbellularia californica,Negative,HUCCE,
4294,2011-04-01,Culture,,41.041692,-123.873824,HUCE11263,CL-028 Cookson East,Umbellularia californica,Negative,HUCCE,
4295,2011-04-01,Culture,,41.041722,-123.873337,HUCE11264,CL-029 Cookson East,Umbellularia californica,Negative,HUCCE,
4296,2011-04-01,Culture,,41.042788,-123.873029,HUCE11266,CL-031 Cookson East,Umbellularia californica,Negative,HUCCE,
4297,2011-04-01,Culture,,41.042789,-123.872851,HUCE11267,CL-032 Cookson East,Umbellularia californica,Negative,HUCCE,
4298,2011-04-01,Culture,,41.042757,-123.872315,HUCE11268,CL-033 Cookson East,Umbellularia californica,Negative,HUCCE,
4299,2011-04-01,Culture,,41.043171,-123.872404,HUCE11269,CL-034 Cookson East,Umbellularia californica,Negative,HUCCE,
4300,2011-05-01,Culture,,41.048658,-123.87225,HUCE11336,Chris - East of Stover RD,Umbellularia californica,Negative,HUCCE,
4301,2011-05-01,Culture,,41.048193,-123.871792,HUCE11337,Chris - East of Stover RD,Umbellularia californica,Negative,HUCCE,
4302,2011-05-01,Culture,,41.04786,-123.871704,HUCE11338,Chris - East of Stover RD,Umbellularia californica,Negative,HUCCE,
4303,2011-05-01,Culture,,41.047513,-123.871152,HUCE11339,Chris - East of Stover RD,Umbellularia californica,Negative,HUCCE,
4304,2011-05-01,Culture,,41.047029,-123.870837,HUCE11340,Chris - East of Stover RD,Umbellularia californica,Negative,HUCCE,
4305,2011-05-01,Culture,,41.045129,-123.870716,HUCE11341,Chris - East of Stover RD,Umbellularia californica,Negative,HUCCE,
4306,2011-05-01,Culture,,41.044091,-123.870976,HUCE11342,Chris - East of Stover RD,Umbellularia californica,Negative,HUCCE,
4307,2011-05-01,Culture,,41.043613,-123.871041,HUCE11343,Chris - East of Stover RD,Umbellularia californica,Negative,HUCCE,
4308,2011-05-01,Culture,,41.046161,-123.874847,HUCE11354,Chris - East of Stover RD,Umbellularia californica,Negative,HUCCE,
4309,2011-05-01,Culture,,41.046748,-123.874652,HUCE11356,Chris - East of Stover RD,Umbellularia californica,Negative,HUCCE,
4310,2011-05-01,Culture,,41.046875,-123.874595,HUCE11357,Chris - East of Stover RD,Umbellularia californica,Negative,HUCCE,
4311,2011-05-01,Culture,,41.047328,-123.874137,HUCE11360,Chris - East of Stover RD,Umbellularia californica,Negative,HUCCE,
4312,2011-05-01,Culture,,41.047276,-123.873969,HUCE11361,Chris - East of Stover RD,Umbellularia californica,Negative,HUCCE,
4313,2011-05-01,Culture,,41.047831,-123.873239,HUCE11362,Chris - East of Stover RD,Umbellularia californica,Negative,HUCCE,
4314,2011-05-01,Culture,,41.048438,-123.872735,HUCE11363,Chris - East of Stover RD,Umbellularia californica,Negative,HUCCE,
4315,2011-05-01,Culture,,41.050269,-123.87245,HUCE11365,Chris - East of Stover RD,Umbellularia californica,Negative,HUCCE,
4316,2011-05-01,Culture,,41.050583,-123.872537,HUCE11366,Chris - East of Stover RD,Umbellularia californica,Negative,HUCCE,
4317,2011-05-01,Culture,,41.043513,-123.870053,HUCE11377,E of Stover - RG 004,Umbellularia californica,Negative,HUCCE,
4318,2011-05-01,Culture,,41.042574,-123.869124,HUCE11378,E of Stover - RG 005,Umbellularia californica,Negative,HUCCE,
4319,2011-05-01,Culture,,41.042214,-123.869107,HUCE11379,E of Stover - RG 006,Umbellularia californica,Negative,HUCCE,
4320,2011-05-01,Culture,,41.041366,-123.870405,HUCE11381,E of Stover - RG 008,Umbellularia californica,Negative,HUCCE,
4321,2011-05-01,Culture,,41.040824,-123.869434,HUCE11382,E of Stover - RG 009,Umbellularia californica,Negative,HUCCE,
4322,2011-05-01,Culture,,41.0415,-123.870573,HUCE11383,E of Stover - RG 010,Umbellularia californica,Negative,HUCCE,
4323,2011-05-01,Culture,,41.046184,-123.872991,HUCE11386,E of Stover - RG 013,Umbellularia californica,Negative,HUCCE,
4324,2011-05-01,Culture,,41.038907,-123.872859,HUCE11391,E of Stover - RG 018,Umbellularia californica,Negative,HUCCE,
4325,2011-05-01,Culture,,41.038976,-123.873253,HUCE11392,E of Stover - RG 019,Umbellularia californica,Negative,HUCCE,
4326,2011-05-01,Culture,,41.047098,-123.873646,HUCE11398,E of Stover - RG 025,Umbellularia californica,Negative,HUCCE,
4327,2011-05-01,Culture,,41.041345,-123.86962,HUCE11400,E of Stover - CL 87,Umbellularia californica,Negative,HUCCE,
4328,2011-05-01,Culture,,41.041335,-123.869798,HUCE11401,E of Stover - CL 88,Umbellularia californica,Negative,HUCCE,
4329,2011-05-01,Culture,,41.041205,-123.87026,HUCE11402,E of Stover - CL 89,Umbellularia californica,Negative,HUCCE,
4330,2011-05-01,Culture,,41.040465,-123.870476,HUCE11403,E of Stover - CL 90,Umbellularia californica,Negative,HUCCE,
4331,2011-05-01,Culture,,41.040231,-123.871687,HUCE11404,E of Stover - CL 91,Umbellularia californica,Negative,HUCCE,
4332,2011-05-01,Culture,,41.039884,-123.872289,HUCE11405,E of Stover - CL 92,Umbellularia californica,Negative,HUCCE,
4333,2011-05-01,Culture,,41.039809,-123.872693,HUCE11406,E of Stover - CL 93,Umbellularia californica,Negative,HUCCE,
4334,2011-05-01,Culture,,41.039635,-123.873071,HUCE11407,E of Stover - CL 94,Umbellularia californica,Negative,HUCCE,
4335,2011-05-01,Culture,,41.03976,-123.873227,HUCE11408,E of Stover - CL 95,Umbellularia californica,Negative,HUCCE,
4336,2011-05-01,Culture,,41.039826,-123.874002,HUCE11409,E of Stover - CL PWT,Umbellularia californica,Negative,HUCCE,
4337,2011-05-01,Culture,,41.039866,-123.87468,HUCE11410,E of Stover - CL 96,Notholithocarpus densiflorus,Negative,HUCCE,
4338,2011-05-01,Culture,,41.041254,-123.874484,HUCE11411,E of Stover - CL 97,Umbellularia californica,Negative,HUCCE,
4339,2011-05-01,Culture,,41.038156,-123.872064,HUCE11418,E of Stover - CL 104,Umbellularia californica,Negative,HUCCE,
4340,2011-05-01,Culture,,41.038664,-123.872796,HUCE11419,E of Stover - CL 105,Umbellularia californica,Negative,HUCCE,
4341,2011-05-01,Culture,,41.038688,-123.873118,HUCE11420,E of Stover - CL 106,Umbellularia californica,Negative,HUCCE,
4342,2011-05-01,Culture,,41.038309,-123.873196,HUCE11421,E of Stover - CL 107,Umbellularia californica,Negative,HUCCE,
4343,2011-05-01,Culture,,41.038093,-123.874443,HUCE11423,E of Stover - CL 110,Umbellularia californica,Negative,HUCCE,
4344,2011-05-01,Culture,,41.035824,-123.871926,HUCE11424,E of Stover - CL 111,Umbellularia californica,Negative,HUCCE,
4345,2011-06-01,Culture,,41.040726,-123.874085,HUCE11425,Pectol - 001,Umbellularia californica,Negative,HUCCE,
4346,2011-06-01,Culture,,41.04066,-123.874453,HUCE11426,Pectol - 002,Umbellularia californica,Negative,HUCCE,
4347,2011-06-01,Culture,,41.040659,-123.873441,HUCE11427,Pectol - 003,Umbellularia californica,Negative,HUCCE,
4348,2011-06-01,Culture,,41.040207,-123.873554,HUCE11428,Pectol - 004,Umbellularia californica,Negative,HUCCE,
4349,2011-06-01,Culture,,41.040053,-123.873683,HUCE11429,Pectol - 005,Notholithocarpus densiflorus,Negative,HUCCE,
4350,2011-06-01,Culture,,41.03997,-123.87398,HUCE11430,Pectol - 006,Umbellularia californica,Negative,HUCCE,
4351,2011-06-01,Culture,,41.044276,-123.870443,HUCE11463,"YV,CL,RG  E Cookson (YV)",Umbellularia californica,Negative,HUCCE,
4352,2011-06-01,Culture,,41.044541,-123.86984,HUCE11464,"YV,CL,RG  E Cookson (38)",Umbellularia californica,Negative,HUCCE,
4353,2011-06-01,Culture,,41.044036,-123.870012,HUCE11465,"YV,CL,RG  E Cookson (39)",Notholithocarpus densiflorus,Negative,HUCCE,
4354,2011-06-01,Culture,,41.043636,-123.870483,HUCE11466,"YV,CL,RG  E Cookson (40)",Umbellularia californica,Negative,HUCCE,
4355,2011-06-01,Culture,,41.043565,-123.870256,HUCE11467,"YV,CL,RG  E Cookson (41)",Umbellularia californica,Negative,HUCCE,
4356,2011-06-01,Culture,,41.043183,-123.869644,HUCE11468,"YV,CL,RG  E Cookson (42)",Umbellularia californica,Negative,HUCCE,
4357,2011-06-01,Culture,,41.042764,-123.869031,HUCE11469,"YV,CL,RG  E Cookson (43)",Umbellularia californica,Negative,HUCCE,
4358,2011-06-01,Culture,,41.042852,-123.868033,HUCE11471,"YV,CL,RG  E Cookson (45)",Umbellularia californica,Negative,HUCCE,
4359,2011-06-01,Culture,,41.043302,-123.86817,HUCE11473,"YV,CL,RG  E Cookson (47)",Umbellularia californica,Negative,HUCCE,
4360,2011-06-01,Culture,,41.043796,-123.868355,HUCE11474,"YV,CL,RG  E Cookson (48)",Umbellularia californica,Negative,HUCCE,
4361,2011-06-01,Culture,,41.041448,-123.871501,HUCE11477,"YV,CL,RG  E Cookson (52)",Umbellularia californica,Negative,HUCCE,
4362,2011-06-01,Culture,,41.037869,-123.871906,HUCE11478,"YV,CL,RG  E Cookson (53)",Umbellularia californica,Negative,HUCCE,
4363,2011-06-01,Culture,,41.044534,-123.861249,HUCE11479,"YV,CL,RG  E Cookson (54)",Umbellularia californica,Negative,HUCCE,
4364,2011-06-01,Culture,,41.044348,-123.864471,HUCE11480,"YV,CL,RG  E Cookson (55)",Umbellularia californica,Negative,HUCCE,
4365,2011-06-01,Culture,,41.043092,-123.864943,HUCE11481,"YV,CL,RG  E Cookson (56)",Umbellularia californica,Negative,HUCCE,
4366,2011-06-01,Culture,,41.042614,-123.866233,HUCE11482,"YV,CL,RG  E Cookson (57)",Umbellularia californica,Negative,HUCCE,
4367,2011-06-01,Culture,,41.043101,-123.866157,HUCE11483,"YV,CL,RG  E Cookson (58)",Umbellularia californica,Negative,HUCCE,
4368,2011-06-01,Culture,,41.043504,-123.866471,HUCE11484,"YV,CL,RG  E Cookson (59)",Umbellularia californica,Negative,HUCCE,
4369,2011-06-01,Culture,,41.04445,-123.866424,HUCE11485,"YV,CL,RG  E Cookson (60)",Umbellularia californica,Negative,HUCCE,
4370,2011-06-01,Culture,,41.045008,-123.86655,HUCE11486,"YV,CL,RG  E Cookson (61)",Umbellularia californica,Negative,HUCCE,
4371,2011-06-01,Culture,,41.043464,-123.863353,HUCE11487,"YV,CL,RG  E Cookson (114)",Umbellularia californica,Negative,HUCCE,
4372,2011-06-01,Culture,,41.044419,-123.862117,HUCE11488,"YV,CL,RG  E Cookson (115)",Umbellularia californica,Negative,HUCCE,
4373,2011-06-01,Culture,,41.044169,-123.863113,HUCE11489,"YV,CL,RG  E Cookson (116)",Umbellularia californica,Negative,HUCCE,
4374,2011-06-01,Culture,,41.044156,-123.863588,HUCE11490,"YV,CL,RG  E Cookson (117)",Umbellularia californica,Negative,HUCCE,
4375,2011-06-01,Culture,,41.043828,-123.864024,HUCE11491,"YV,CL,RG  E Cookson (118)",Cornus nutallii,Negative,HUCCE,
4376,2011-06-01,Culture,,41.043692,-123.864154,HUCE11492,"YV,CL,RG  E Cookson (119)",Cornus nutallii,Negative,HUCCE,
4377,2011-06-01,Culture,,41.043614,-123.863796,HUCE11493,"YV,CL,RG  E Cookson (120)",Umbellularia californica,Negative,HUCCE,
4378,2011-06-01,Culture,,41.043368,-123.864173,HUCE11494,"YV,CL,RG  E Cookson (121)",Umbellularia californica,Negative,HUCCE,
4379,2011-06-01,Culture,,41.042229,-123.865871,HUCE11495,"YV,CL,RG  E Cookson (122)",Umbellularia californica,Negative,HUCCE,
4380,2011-08-01,Culture,,41.040639,-123.866541,HUCE11512,Clem 68-RG,Umbellularia californica,Negative,HUCCE,
4381,2011-08-01,Culture,,41.041167,-123.867,HUCE11513,Clem 69-RG,Umbellularia californica,Negative,HUCCE,
4382,2011-08-01,Culture,,41.04153,-123.866636,HUCE11514,Clem 70-RG,Umbellularia californica,Negative,HUCCE,
4383,2011-08-01,Culture,,41.041715,-123.866031,HUCE11515,Clem 71-RG,Umbellularia californica,Negative,HUCCE,
4384,2011-08-01,Culture,,41.041983,-123.866213,HUCE11516,Clem 72 A-RG,Umbellularia californica,Negative,HUCCE,
4385,2011-08-01,Culture,,41.041983,-123.866213,HUCE11517,Clem 72 B-RG,Umbellularia californica,Negative,HUCCE,
4386,2011-08-01,Culture,,41.04231,-123.865849,HUCE11518,Clem 73-RG,Umbellularia californica,Negative,HUCCE,
4387,2011-08-01,Culture,,41.040219,-123.868439,HUCE11519,Clem 20-EG,Umbellularia californica,Negative,HUCCE,
4388,2011-08-01,Culture,,41.04021,-123.868451,HUCE11520,Clem 21-EG,Umbellularia californica,Negative,HUCCE,
4389,2011-08-01,Culture,,41.040419,-123.868192,HUCE11521,Clem 22-EG,Umbellularia californica,Negative,HUCCE,
4390,2011-08-01,Culture,,41.040556,-123.867908,HUCE11522,Clem 23-EG,Umbellularia californica,Negative,HUCCE,
4391,2011-08-01,Culture,,41.040785,-123.867471,HUCE11523,Clem 24A-EG,Acer macrophyllum,Negative,HUCCE,
4392,2011-08-01,Culture,,41.040785,-123.867471,HUCE11524,Clem 24B-EG,Umbellularia californica,Negative,HUCCE,
4393,2011-08-01,Culture,,41.040785,-123.867471,HUCE11525,Clem 24C-EG,Umbellularia californica,Negative,HUCCE,
4394,2011-08-01,Culture,,41.041092,-123.867403,HUCE11526,Clem 25-EG,Umbellularia californica,Negative,HUCCE,
4395,2011-08-01,Culture,,41.041652,-123.867149,HUCE11527,Clem 26-EG,Umbellularia californica,Negative,HUCCE,
4396,2011-08-01,Culture,,41.041863,-123.866676,HUCE11528,Clem 27-EG,Umbellularia californica,Negative,HUCCE,
4397,2011-08-01,Culture,,41.026847,-123.872593,HUCE11529,"Stover Rd., 74 RG",Umbellularia californica,Negative,HUCCE,
4398,2011-08-01,Culture,,41.025101,-123.873593,HUCE11530,"Stover Rd., 75 RG",Umbellularia californica,Negative,HUCCE,
4399,2011-08-01,Culture,,40.966998,-123.842176,HUCE11531,"Stover Rd., 76 RG",Umbellularia californica,Negative,HUCCE,
4400,2011-08-01,Culture,,40.95125,-123.838768,HUCE11532,"Stover Rd., 77 RG",Umbellularia californica,Negative,HUCCE,
4401,2011-08-01,Culture,,40.951134,-123.838505,HUCE11533,"Stover Rd., 78 RG",Notholithocarpus densiflorus,Negative,HUCCE,
4402,2011-08-01,Culture,,40.949161,-123.839871,HUCE11534,"Stover Rd., 79 RG",Umbellularia californica,Negative,HUCCE,
4403,2011-08-01,Culture,,41.040431,-123.872546,HUCE11611,EG 9 - Clem/Stover,Umbellularia californica,Negative,HUCCE,
4404,2011-08-01,Culture,,41.040495,-123.866479,HUCE11612,EG 22 - Clem/Stover,Umbellularia californica,Negative,HUCCE,
4405,2011-08-01,Culture,,41.040495,-123.866479,HUCE11613,EG 22 - Clem/Stover,Trientalis latifolia,Negative,HUCCE,
4406,2011-08-01,Culture,,41.040635,-123.867017,HUCE11615,EG 24 - Clem/Stover,Umbellularia californica,Negative,HUCCE,
4407,2011-08-01,Culture,,41.040369,-123.867691,HUCE11616,EG 25 - Clem/Stover,Umbellularia californica,Negative,HUCCE,
4408,2011-08-01,Culture,,41.040039,-123.867294,HUCE11617,EG 26 - Clem/Stover,Umbellularia californica,Negative,HUCCE,
4409,2011-08-01,Culture,,41.040149,-123.866939,HUCE11618,EG 27 - Clem/Stover,Umbellularia californica,Negative,HUCCE,
4410,2011-08-01,Culture,,41.040739,-123.866364,HUCE11619,EG 28 - Clem/Stover,Umbellularia californica,Negative,HUCCE,
4411,2011-08-01,Culture,,41.03782,-123.871191,HUCE11620,EG 29 - Clem/Stover,Umbellularia californica,Negative,HUCCE,
4412,2011-08-01,Culture,,41.05052,-123.872525,HUCE11621,EG 30 - Clem/Stover,Umbellularia californica,Negative,HUCCE,
4413,2011-08-01,Culture,,41.050205,-123.872485,HUCE11622,EG 31 - Clem/Stover,Umbellularia californica,Negative,HUCCE,
4414,2011-08-01,Culture,,41.046524,-123.869688,HUCE11610,Stover Creek Treatment Bo,Notholithocarpus densiflorus,Negative,HUCCE,
4415,2011-08-01,Culture,,41.051149,-123.871581,HUCE11733,"032, Cookson at  Rock Lan",Umbellularia californica,Negative,HUCCE,
4416,2011-09-01,Culture,,41.051132,-123.873901,HUCE11734,YV-112 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4417,2011-09-01,Culture,,41.05212,-123.874248,HUCE11735,YV-113 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4418,2011-09-01,Culture,,41.052884,-123.874436,HUCE11736,YV-114 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4419,2011-09-01,Culture,,41.053596,-123.874362,HUCE11737,YV-115 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4420,2011-09-01,Culture,,41.057298,-123.874387,HUCE11738,YV-116 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4421,2011-09-01,Culture,,41.058557,-123.874654,HUCE11739,YV-117 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4422,2011-09-01,Culture,,41.057969,-123.875087,HUCE11740,YV-118 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4423,2011-09-01,Culture,,41.057843,-123.875025,HUCE11741,YV-119 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4424,2011-09-01,Culture,,41.056105,-123.874895,HUCE11742,YV-120 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4425,2011-09-01,Culture,,41.052974,-123.874473,HUCE11743,YV-121 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4426,2011-09-01,Culture,,41.047484,-123.872675,HUCE11746,DG-46 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4427,2011-09-01,Culture,,41.049191,-123.873197,HUCE11747,DG-48 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4428,2011-09-01,Culture,,41.050251,-123.873568,HUCE11748,DG-49 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4429,2011-09-01,Culture,,41.05169,-123.873909,HUCE11749,DG-50 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4430,2011-09-01,Culture,,41.051905,-123.87409,HUCE11750,DG-51 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4431,2011-09-01,Culture,,41.052534,-123.874205,HUCE11751,DG-52 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4432,2011-09-01,Culture,,41.054192,-123.874168,HUCE11752,DG-53 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4433,2011-09-01,Culture,,41.055984,-123.874287,HUCE11753,DG-54 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4434,2011-09-01,Culture,,41.055984,-123.874287,HUCE11754,DG-54 - Stover Ranch,Notholithocarpus densiflorus,Negative,HUCCE,
4435,2011-09-01,Culture,,41.056784,-123.874523,HUCE11755,DG-55 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4436,2011-09-01,Culture,,41.05813,-123.874065,HUCE11756,DG-56 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4437,2011-09-01,Culture,,41.059714,-123.874229,HUCE11757,DG-57 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4438,2011-09-01,Culture,,41.059714,-123.874253,HUCE11758,DG-57 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4439,2011-09-01,Culture,,41.047448,-123.873781,HUCE11759,DG-58 - Stover Ranch,Umbellularia californica,Negative,HUCCE,
4440,2011-09-01,Culture,,41.047164,-123.874372,HUCE11708,"Stover, #59",Umbellularia californica,Negative,HUCCE,
4441,2011-09-01,Culture,,41.046774,-123.87476,HUCE11709,"Stover, NE of Krieger",Umbellularia californica,Negative,HUCCE,
4442,2011-09-01,Culture,,41.048673,-123.872607,HUCE11805,RG - NE of Stover Crk - 1,Umbellularia californica,Negative,HUCCE,
4443,2011-09-01,Culture,,41.04864,-123.872191,HUCE11806,RG - NE of Stover Crk - 2,Umbellularia californica,Negative,HUCCE,
4444,2011-09-01,Culture,,41.048699,-123.871632,HUCE11808,RG - NE of Stover Crk - 4,Notholithocarpus densiflorus,Negative,HUCCE,
4445,2011-09-01,Culture,,41.049185,-123.871579,HUCE11809,RG - NE of Stover Crk - 5,Umbellularia californica,Negative,HUCCE,
4446,2011-09-01,Culture,,41.049185,-123.871579,HUCE11810,RG - NE of Stover Crk - 5,Notholithocarpus densiflorus,Negative,HUCCE,
4447,2011-09-01,Culture,,41.035847,-123.873687,HUCE11815,RG-3  GD - SOUTH,Umbellularia californica,Negative,HUCCE,
4448,2011-09-01,Culture,,41.037726,-123.866943,HUCE11833,RG-21  Clem/Kern,Notholithocarpus densiflorus,Negative,HUCCE,
4449,2011-09-01,Culture,,41.039133,-123.866783,HUCE11834,EG-58 Clem/Kern,Umbellularia californica,Negative,HUCCE,
4450,2011-09-01,Culture,,41.037197,-123.866614,HUCE11835,EG-59 Clem/Kern,Umbellularia californica,Negative,HUCCE,
4451,2011-09-01,Culture,,41.040129,-123.86607,HUCE11836,EG-60 Clem/Kern,Umbellularia californica,Negative,HUCCE,
4452,2011-10-01,Culture,,41.05358,-123.870614,HUCE11837,RG-22  Stover Trib,Umbellularia californica,Negative,HUCCE,
4453,2011-10-01,Culture,,41.05371,-123.87121,HUCE11838,RG-23   Stover Trib,Umbellularia californica,Negative,HUCCE,
4454,2011-10-01,Culture,,41.053971,-123.871202,HUCE11839,RG-24  Stover Trib,Umbellularia californica,Negative,HUCCE,
4455,2011-10-01,Culture,,41.054022,-123.871726,HUCE11840,RG-25  Stover Trib,Umbellularia californica,Negative,HUCCE,
4456,2011-10-01,Culture,,41.054155,-123.872002,HUCE11841,RG-26  Stover Trib,Umbellularia californica,Negative,HUCCE,
4457,2011-10-01,Culture,,41.052462,-123.873098,HUCE11842,RG-27  Stover Trib,Umbellularia californica,Negative,HUCCE,
4458,2011-10-01,Culture,,41.053089,-123.873523,HUCE11843,RG-28  Stover Trib,Umbellularia californica,Negative,HUCCE,
4459,2011-10-01,Culture,,41.053287,-123.873632,HUCE11844,RG-29  Stover Trib,Umbellularia californica,Negative,HUCCE,
4460,2011-10-01,Culture,,41.054144,-123.873465,HUCE11845,RG-30  Stover Trib,Umbellularia californica,Negative,HUCCE,
4461,2011-10-01,Culture,,41.054963,-123.873559,HUCE11847,YV-6 Stover,Notholithocarpus densiflorus,Negative,HUCCE,
4462,2011-10-01,Culture,,41.054657,-123.873424,HUCE11848,YV-7 Stover,Umbellularia californica,Negative,HUCCE,
4463,2011-10-01,Culture,,41.054594,-123.873447,HUCE11849,YV-8 Stover,Notholithocarpus densiflorus,Negative,HUCCE,
4464,2011-10-01,Culture,,41.055607,-123.874115,HUCE11850,YV-9 Stover,Umbellularia californica,Negative,HUCCE,
4465,2011-10-01,Culture,,41.055734,-123.87395,HUCE11851,YV-10 Stover,Notholithocarpus densiflorus,Negative,HUCCE,
4466,2011-10-01,Culture,,41.057571,-123.874022,HUCE11852,YV-11 Stover,Umbellularia californica,Negative,HUCCE,
4467,2011-10-01,Culture,,41.05768,-123.874012,HUCE11853,YV-12 Stover,Umbellularia californica,Negative,HUCCE,
4468,2011-10-01,Culture,,41.057843,-123.873812,HUCE11854,YV-13 Stover,Umbellularia californica,Negative,HUCCE,
4469,2011-10-01,Culture,,41.058141,-123.87372,HUCE11855,YV-14 Stover,Umbellularia californica,Negative,HUCCE,
4470,2011-10-01,Culture,,41.057348,-123.873841,HUCE11856,YV-15 Stover,Umbellularia californica,Negative,HUCCE,
4471,2011-11-01,Culture,,41.038806,-123.871811,HUCE11878,"Redwood Valley #061, Outs",Umbellularia californica,Negative,HUCCE,
4472,2011-12-01,Culture,,41.037343,-123.872398,HUCE11897,Redwood Valley,Umbellularia californica,Negative,HUCCE,
4473,2011-05-01,Culture,Mixed Evergreen,37.752263,-122.14116,TS110519-OZ151A,bark canker,Quercus agrifolia,Negative,Phytosphere Research,
4474,2011-05-01,Culture,Mixed Evergreen,37.752726,-122.142081,TS110519-OZ172,bark canker,Quercus agrifolia,Negative,Phytosphere Research,
4475,2011-05-01,Culture,Mixed Evergreen,37.75326,-122.137761,TS110520-OZ62,bark canker,Quercus agrifolia,Negative,Phytosphere Research,
4476,2011-05-01,Culture,Mixed Evergreen,37.752415,-122.13718,TS110520-OZ78,bark canker,Quercus agrifolia,Negative,Phytosphere Research,
4477,2011-05-01,Culture,Mixed Evergreen,37.753734,-122.145578,TS110520-OZ2,bark canker,Quercus agrifolia,Negative,Phytosphere Research,
4478,2011-05-01,Culture,Mixed Evergreen,37.75352,-122.145311,TS110520-OZ4,bark canker,Quercus agrifolia,Negative,Phytosphere Research,
4479,2011-05-01,Culture,Mixed Evergreen,37.751141,-122.140061,TS110519-OZ103,bay leaf,Umbellularia  californica,Negative,Phytosphere Research,
4480,2011-05-01,Culture,Mixed Evergreen,37.751746,-122.139423,TS110519-OZ110,bay leaf,Umbellularia  californica,Negative,Phytosphere Research,
4481,2011-05-01,Culture,Mixed Evergreen,37.752751,-122.141893,TS110519-OZ169,bay leaf,Umbellularia  californica,Negative,Phytosphere Research,
4482,2011-05-01,Culture,Mixed Evergreen,37.752726,-122.142081,TS110519-OZ172,bay leaf,Umbellularia  californica,Negative,Phytosphere Research,
4483,2011-05-01,Culture,Mixed Evergreen,37.754296,-122.14035,TS110520-OZ427,bay leaf,Umbellularia  californica,Negative,Phytosphere Research,
